,s_BMI,Mother_BMI,Father_BMI,student_bmi,father_bmi,mother_bmi
369,17.109700456258683,22.53061224489796,29.629629629629626,obese,obese,obese
370,18.54790716127752,29.03178980984178,28.59675712774171,obese,obese,obese
371,15.364653588725734,23.828124999999996,29.91689750692521,obese,obese,obese
372,14.813989752728894,25.344352617079892,24.691358024691358,obese,obese,obese
373,13.709042163596413,28.88888888888889,26.175194521137367,obese,obese,obese
374,19.09343384249157,29.296874999999993,23.661438615467823,obese,obese,obese
375,18.812159879902424,24.97398543184183,25.826446280991735,obese,obese,obese
376,14.413541461642115,21.093749999999996,27.358845456721728,obese,obese,obese
377,15.28715356968492,23.38868655818771,24.835646457268076,obese,obese,obese
378,16.598183391003456,31.83391003460208,24.772096710265558,obese,obese,obese
379,19.51195657489364,25.806451612903224,29.411764705882355,obese,obese,obese
380,17.155948638712772,23.588329220496444,28.089010954714272,obese,obese,obese
381,16.132053090936328,21.04981790236894,20.00656932126967,obese,obese,obese
382,18.80760829026586,30.043262297708697,26.989619377162633,obese,obese,obese
383,17.295918367346935,24.167162403331353,25.925925925925924,obese,obese,obese
384,14.759945130315495,23.011176857330703,30.668904958677686,obese,obese,obese
385,21.323484148968912,15.780835753061481,25.95155709342561,obese,obese,obese
386,15.039484935365426,31.16343490304709,29.320987654320987,obese,obese,obese
387,14.472270902820961,28.303850156087407,30.043262297708697,obese,obese,obese
388,20.93878203420533,26.07897153351699,25.826446280991735,obese,obese,obese
389,17.65215014577259,23.507805325987146,27.102040816326532,obese,obese,obese
390,13.936899862825785,26.122448979591837,30.42184964845863,obese,obese,obese
391,21.37273007079101,26.874999999999993,25.632653061224488,obese,obese,obese
392,17.07175925925926,23.9188302920412,25.127830533235937,obese,obese,obese
393,22.09569134018866,26.25958474843318,37.77777777777778,obese,obese,obese
394,24.727110715081306,29.721079103795148,27.343749999999996,obese,obese,obese
395,15.443783426476774,25.393431120318084,28.40550435551067,obese,obese,obese
396,18.57358602143495,31.231409875074366,25.127830533235937,obese,obese,obese
397,19.45303210463733,25.806451612903224,26.869806094182827,obese,obese,obese
398,18.173385056501946,44.0771349862259,25.61728395061728,obese,obese,obese
399,15.991002004988024,32.0,29.320987654320987,obese,obese,obese
